make,model,price,fuel,year,kms,power,doors,shift,color,province,model_id,id
HYUNDAI,i40,9050,Diesel,2013,118028,115,5,Manual,Gris,Pais Vasco,346,18011
HYUNDAI,i40,8400,Gasolina,2012,107000,135,4,Manual,Gris,Pais Vasco,346,18012
HYUNDAI,i40,10700,Diesel,2012,149990,136,5,Manual,Blanco,Andalucia,346,18013
HYUNDAI,i40,7999,Diesel,2012,225000,115,4,Manual,Azul,Castilla La Mancha,346,18014
HYUNDAI,i40,7900,Diesel,2012,145000,107,5,Manual,Gris,Murcia,346,18015
HYUNDAI,IONIQ,25800,Gasolina,2020,10,141,5,Automatico,Granate,Madrid,331,18016
HYUNDAI,IONIQ,29900,Electrico,2020,1968,136,5,Automatico,Gris,Castilla La Mancha,331,18017
HYUNDAI,IONIQ,22990,Hibrido,2020,800,141,5,Automatico,Blanco,Madrid,331,18018
HYUNDAI,IONIQ,23500,Hibrido,2020,55,141,5,Automatico,Blanco,Cataluña,331,18019
HYUNDAI,IONIQ,25200,Hibrido,2020,14,141,5,Automatico,Gris,Valencia,331,18020
HYUNDAI,IONIQ,26900,Hibrido enchufable,2020,1,141,5,Automatico,Blanco,Madrid,331,18021
HYUNDAI,IONIQ,26100,Hibrido,2020,10,141,5,Automatico,Blanco,Aragon,331,18022
HYUNDAI,IONIQ,22500,Hibrido,2020,15,141,5,Automatico,Blanco,Murcia,331,18023
HYUNDAI,IONIQ,25990,Hibrido,2020,15,141,5,Automatico,Blanco,Castilla y Leon,331,18024
HYUNDAI,IONIQ,21900,Hibrido,2020,15,141,5,Automatico,Blanco,Cataluña,331,18025
HYUNDAI,IONIQ,30215,Gasolina,2020,0,141,5,Automatico,Blanco,Madrid,331,18026
HYUNDAI,IONIQ,26134,Hibrido,2020,0,141,5,Automatico,Azul,Murcia,331,18027
HYUNDAI,IONIQ,31000,Electrico,2020,10,136,5,Automatico,Gris,Madrid,331,18028
HYUNDAI,IONIQ,30300,Hibrido enchufable,2020,0,141,5,Automatico,Rojo,Madrid,331,18029
HYUNDAI,IONIQ,30990,Electrico,2020,10000,136,5,Automatico,Blanco,Madrid,331,18030
HYUNDAI,IONIQ,18890,Hibrido,2019,16018,141,5,Manual,Gris,Andalucia,331,18031
HYUNDAI,IONIQ,19500,Gasolina,2019,9938,114,5,Manual,Blanco,Aragon,331,18032
HYUNDAI,IONIQ,17990,Hibrido,2019,37174,141,5,Automatico,Blanco,Madrid,331,18033
HYUNDAI,IONIQ,19500,Hibrido,2019,14602,141,5,Automatico,Gris,Aragon,331,18034
HYUNDAI,IONIQ,23990,Hibrido enchufable,2019,12,141,5,Automatico,Granate,Murcia,331,18035
HYUNDAI,IONIQ,19990,Hibrido,2019,40072,141,5,Automatico,Rojo,Cataluña,331,18036
HYUNDAI,IONIQ,17900,Hibrido,2019,12105,141,5,Automatico,Blanco,Cataluña,331,18037
HYUNDAI,IONIQ,18900,Hibrido,2019,13150,141,5,Automatico,Gris,Cataluña,331,18038
HYUNDAI,IONIQ,22990,Electrico,2019,4739,120,5,Automatico,Gris,Canarias,331,18039
HYUNDAI,IONIQ,23370,Hibrido,2019,4800,141,5,Automatico,Gris,Valencia,331,18040
HYUNDAI,IONIQ,21775,Hibrido,2019,5070,141,5,Automatico,Azul,Madrid,331,18041
HYUNDAI,IONIQ,18500,Gasolina,2019,15584,227,5,Automatico,Rojo,Asturias,331,18042
HYUNDAI,IONIQ,19500,Gasolina,2019,7090,118,5,Manual,Gris,Aragon,331,18043
HYUNDAI,IONIQ,22900,Hibrido enchufable,2019,31755,141,5,Automatico,Blanco,Madrid,331,18044
HYUNDAI,IONIQ,18499,Hibrido,2019,22254,141,5,Automatico,Azul,Andalucia,331,18045
HYUNDAI,IONIQ,18990,Hibrido,2019,27144,141,5,Automatico,Blanco,Galicia,331,18046
HYUNDAI,IONIQ,22990,Hibrido,2019,10700,141,5,Automatico,Gris,Madrid,331,18047
HYUNDAI,IONIQ,27900,Electrico,2019,3900,120,5,Manual,Blanco,Pais Vasco,331,18048
HYUNDAI,IONIQ,21790,Hibrido,2019,9575,141,5,Automatico,Gris,Andalucia,331,18049
HYUNDAI,IONIQ,22500,Hibrido,2019,9385,141,5,Automatico,Rojo,Andalucia,331,18050
HYUNDAI,IONIQ,18890,Hibrido,2019,15613,141,5,Manual,Rojo,Andalucia,331,18051
HYUNDAI,IONIQ,27990,Hibrido enchufable,2019,7745,141,5,Automatico,Azul,Madrid,331,18052
HYUNDAI,IONIQ,18900,Hibrido,2019,22000,141,5,Automatico,Gris,Cataluña,331,18053
HYUNDAI,IONIQ,19900,Hibrido,2019,20,141,5,Automatico,Blanco,Madrid,331,18054
HYUNDAI,IONIQ,17990,Hibrido,2018,19960,141,5,Automatico,Blanco,Andalucia,331,18055
HYUNDAI,IONIQ,20175,Hibrido,2018,17550,141,5,Automatico,Blanco,Madrid,331,18056
HYUNDAI,IONIQ,14650,Hibrido,2018,96000,141,5,Automatico,Azul,Madrid,331,18057
HYUNDAI,IONIQ,23200,Gasolina,2018,16580,148,5,Automatico,Blanco,Islas Baleares,331,18058
HYUNDAI,IONIQ,11499,Hibrido enchufable,2018,150000,141,5,Automatico,Negro,Madrid,331,18059
HYUNDAI,IONIQ,19200,Gasolina,2018,32830,246,5,Automatico,Gris,Extremadura,331,18060
HYUNDAI,IONIQ,23300,Gasolina,2018,18200,142,5,Automatico,Negro,Aragon,331,18061
HYUNDAI,IONIQ,25900,Electrico,2018,5700,120,5,Automatico,Gris,Castilla y Leon,331,18062
HYUNDAI,IONIQ,17990,Hibrido,2018,31560,141,5,Automatico,Naranja,Madrid,331,18063
HYUNDAI,IONIQ,17140,Hibrido,2017,62725,141,5,Automatico,Blanco,Madrid,331,18064
HYUNDAI,IONIQ,17900,Gasolina,2017,13163,156,5,Automatico,Gris,Extremadura,331,18065
HYUNDAI,IONIQ,14990,Hibrido,2017,50000,141,5,Automatico,Azul,Madrid,331,18066
HYUNDAI,IONIQ,15990,Hibrido,2017,58000,141,5,Automatico,Gris,Islas Baleares,331,18067
HYUNDAI,IONIQ,13990,Hibrido,2017,90957,141,5,Automatico,Azul,Pais Vasco,331,18068
HYUNDAI,IONIQ,17990,Hibrido,2017,24000,141,5,Automatico,Blanco,Madrid,331,18069
HYUNDAI,IONIQ,16990,Hibrido,2017,55000,141,5,Automatico,Blanco,Pais Vasco,331,18070
HYUNDAI,IONIQ,15900,Hibrido,2017,58370,141,5,Manual,Azul,Galicia,331,18071
HYUNDAI,IONIQ,13990,Hibrido,2017,90957,141,5,Automatico,Azul,Cataluña,331,18072
HYUNDAI,IONIQ,18990,Hibrido,2017,14990,141,5,Automatico,Gris,Pais Vasco,331,18073
HYUNDAI,IONIQ,18900,Hibrido,2017,42920,141,5,Manual,Blanco,Galicia,331,18074
HYUNDAI,IONIQ,16990,Hibrido,2017,25000,141,5,Automatico,Gris,Cataluña,331,18075
HYUNDAI,IONIQ,14490,Hibrido,2016,79995,141,5,Automatico,Azul,Madrid,331,18076
HYUNDAI,IONIQ,15800,Hibrido,2016,90000,141,5,Automatico,Azul,Aragon,331,18077
HYUNDAI,IONIQ,15990,Electrico,2016,78735,120,5,Automatico,Blanco,Madrid,331,18078
HYUNDAI,ix20,13700,Gasolina,2019,7800,126,5,Manual,Blanco,Cataluña,347,18079
HYUNDAI,ix20,12890,Gasolina,2018,18010,90,5,Manual,Beige,Madrid,347,18080
HYUNDAI,ix20,13500,Gasolina,2018,14555,90,5,Manual,Blanco,Madrid,347,18081
HYUNDAI,ix20,11000,Gasolina,2018,14197,90,5,Manual,Azul,Cataluña,347,18082
HYUNDAI,ix20,13500,Gasolina,2018,14250,90,5,Manual,Blanco,Andalucia,347,18083
HYUNDAI,ix20,8990,Diesel,2016,48825,90,5,Manual,Blanco,Valencia,347,18084
HYUNDAI,ix20,8990,Diesel,2016,48825,90,5,Manual,Blanco,Pais Vasco,347,18085
HYUNDAI,ix20,9390,Diesel,2016,51805,90,5,Manual,Blanco,Madrid,347,18086
HYUNDAI,ix20,9900,Diesel,2016,74260,115,5,Manual,Blanco,Valencia,347,18087
HYUNDAI,ix20,8900,Diesel,2016,88000,90,5,Manual,Blanco,Madrid,347,18088
HYUNDAI,ix20,8500,Gasolina,2015,90700,90,5,Manual,Gris,Madrid,347,18089
HYUNDAI,ix20,9900,Diesel,2015,93452,90,5,Manual,Blanco,Galicia,347,18090
HYUNDAI,ix20,7900,Gasolina,2015,108500,90,5,Manual,Granate,Cataluña,347,18091
HYUNDAI,ix20,9200,Gasolina,2014,9000,106,5,Manual,Rojo,Madrid,347,18092
HYUNDAI,ix20,6490,Diesel,2013,84000,115,5,Manual,Rojo,Canarias,347,18093
HYUNDAI,ix20,6100,Diesel,2013,126146,115,5,Manual,Rojo,Andalucia,347,18094
HYUNDAI,ix20,6500,Gasolina,2012,40000,93,5,Manual,Blanco,Valencia,347,18095
HYUNDAI,ix20,7190,Diesel,2012,108500,115,5,Manual,Rojo,Valencia,347,18096
HYUNDAI,ix20,5800,Gasolina,2011,97000,90,5,Manual,Gris,Cataluña,347,18097
HYUNDAI,ix20,5990,Diesel,2011,105000,77,5,Manual,Negro,Andalucia,347,18098
HYUNDAI,ix20,5499,Diesel,2011,145000,90,5,Manual,Azul,Islas Baleares,347,18099
HYUNDAI,ix20,4990,Diesel,2011,124000,90,5,Manual,Granate,Cataluña,347,18100
HYUNDAI,ix20,6500,Diesel,2011,123000,77,5,Manual,Blanco,Galicia,347,18101
HYUNDAI,ix20,6075,Gasolina,2011,94974,90,5,Manual,Negro,Valencia,347,18102
HYUNDAI,ix20,6950,Diesel,2011,118000,77,5,Manual,Gris,Cataluña,347,18103
HYUNDAI,ix35,11490,Gasolina,2015,85000,135,5,Manual,Negro,Canarias,348,18104
HYUNDAI,ix35,14990,Diesel,2015,119000,136,5,Manual,Blanco,Murcia,348,18105
HYUNDAI,ix35,12000,Gasolina,2015,62291,135,5,Manual,Blanco,Valencia,348,18106
HYUNDAI,ix35,13850,Diesel,2015,96911,136,5,Manual,Rojo,Valencia,348,18107
HYUNDAI,ix35,15900,Diesel,2015,130300,136,5,Automatico,Blanco,Pais Vasco,348,18108
HYUNDAI,ix35,14990,Diesel,2015,66600,115,5,Manual,Gris,Andalucia,348,18109
HYUNDAI,ix35,14000,Diesel,2015,45700,115,5,Manual,Blanco,Cataluña,348,18110
HYUNDAI,ix35,14990,Diesel,2015,66600,115,5,Manual,Gris,Madrid,348,18111
HYUNDAI,ix35,13850,Diesel,2015,96911,136,5,Manual,Rojo,Navarra,348,18112
HYUNDAI,ix35,11999,Gasolina,2015,94000,111,5,Manual,Negro,Asturias,348,18113
HYUNDAI,ix35,11990,Diesel,2015,197000,184,5,Automatico,Blanco,Madrid,348,18114
HYUNDAI,ix35,11990,Diesel,2014,115165,115,5,Manual,Blanco,Valencia,348,18115
HYUNDAI,ix35,11490,Diesel,2014,145000,116,5,Manual,Blanco,Cataluña,348,18116
HYUNDAI,ix35,14800,Diesel,2014,116000,115,5,Manual,Blanco,Aragon,348,18117
HYUNDAI,ix35,12900,Diesel,2014,49000,115,5,Manual,Blanco,Castilla La Mancha,348,18118
HYUNDAI,ix35,11800,Diesel,2014,100842,115,5,Manual,Blanco,Aragon,348,18119
HYUNDAI,ix35,10990,Diesel,2014,180000,136,5,Manual,Blanco,Valencia,348,18120
HYUNDAI,ix35,10000,Diesel,2014,192000,136,5,Manual,Blanco,Castilla La Mancha,348,18121
HYUNDAI,ix35,10680,Diesel,2013,167196,136,5,Manual,Blanco,Cataluña,348,18122
HYUNDAI,ix35,10600,Gasolina,2013,123751,135,5,Manual,Blanco,Madrid,348,18123
HYUNDAI,ix35,9999,Diesel,2013,170000,136,5,Manual,Blanco,Madrid,348,18124
HYUNDAI,ix35,10990,Diesel,2013,82000,115,5,Manual,Blanco,Canarias,348,18125
HYUNDAI,ix35,10990,Diesel,2013,134000,115,5,Manual,Gris,Cataluña,348,18126
HYUNDAI,ix35,11900,Gasolina,2013,75259,135,5,Manual,Gris,Andalucia,348,18127
HYUNDAI,ix35,12600,Diesel,2013,110077,184,5,Manual,Gris,Andalucia,348,18128
HYUNDAI,ix35,11900,Gasolina,2013,75259,135,5,Manual,Gris,Cataluña,348,18129
HYUNDAI,ix35,7890,Diesel,2013,212559,115,5,Manual,Negro,Cataluña,348,18130
HYUNDAI,ix35,10800,Diesel,2013,140000,115,5,Manual,Blanco,Cataluña,348,18131
HYUNDAI,ix35,6800,Diesel,2013,247000,136,5,Manual,Blanco,Cataluña,348,18132
HYUNDAI,ix35,12990,Gasolina,2013,73000,135,5,Manual,Negro,Valencia,348,18133
HYUNDAI,ix35,11000,Diesel,2013,85000,115,5,Manual,Blanco,Cataluña,348,18134
HYUNDAI,ix35,7800,Diesel,2013,165000,122,5,Manual,Blanco,Andalucia,348,18135
HYUNDAI,ix35,10000,Gasolina,2013,111000,126,5,Manual,Blanco,Castilla La Mancha,348,18136
HYUNDAI,ix35,10900,Diesel,2013,121297,115,5,Manual,Negro,Madrid,348,18137
HYUNDAI,ix35,8900,Diesel,2012,148000,116,5,Manual,Gris,Cataluña,348,18138
HYUNDAI,ix35,11500,Diesel,2012,119997,136,5,Automatico,Blanco,Cataluña,348,18139
HYUNDAI,ix35,10990,Diesel,2012,127350,116,5,Manual,Azul,Valencia,348,18140
HYUNDAI,ix35,13850,Diesel,2012,149000,184,5,Automatico,Negro,Valencia,348,18141
HYUNDAI,ix35,10290,Diesel,2012,129990,115,5,Manual,Blanco,Madrid,348,18142
HYUNDAI,ix35,12950,Diesel,2012,73000,115,5,Manual,Blanco,Cataluña,348,18143
HYUNDAI,ix35,10500,Diesel,2012,70000,133,5,Manual,Negro,Madrid,348,18144
HYUNDAI,ix35,11500,Diesel,2012,105000,120,5,Manual,Blanco,Castilla y Leon,348,18145
HYUNDAI,ix35,13900,Diesel,2012,63400,116,5,Manual,Marron,Castilla y Leon,348,18146
HYUNDAI,ix35,11600,Diesel,2011,185000,116,5,Manual,Blanco,Cataluña,348,18147
HYUNDAI,ix35,5999,Diesel,2011,280000,116,5,Manual,Azul,Andalucia,348,18148
HYUNDAI,ix35,10999,Diesel,2011,129000,116,5,Manual,Verde,Murcia,348,18149
HYUNDAI,ix35,8600,Gasolina,2011,143741,135,5,Manual,Gris,Andalucia,348,18150
HYUNDAI,ix35,9990,Gasolina,2011,99000,135,5,Manual,Violeta,Canarias,348,18151
HYUNDAI,ix35,9850,Diesel,2011,110000,116,5,Manual,Gris,Castilla y Leon,348,18152
HYUNDAI,ix35,11200,Diesel,2011,116380,136,5,Manual,Negro,Valencia,348,18153
HYUNDAI,ix35,11200,Diesel,2011,116380,136,5,Manual,Negro,Navarra,348,18154
HYUNDAI,ix35,11500,Diesel,2011,142000,184,5,Automatico,Gris,Cataluña,348,18155
HYUNDAI,ix35,10990,Diesel,2011,104700,116,5,Manual,Gris,Cataluña,348,18156
HYUNDAI,ix35,10900,Diesel,2011,84000,116,5,Manual,Blanco,Valencia,348,18157
HYUNDAI,ix35,9750,Diesel,2011,129670,116,5,Manual,Negro,Valencia,348,18158
HYUNDAI,ix35,8999,Diesel,2011,193000,136,5,Manual,Gris,Valencia,348,18159
HYUNDAI,ix35,9900,Diesel,2011,132000,116,5,Manual,Blanco,Valencia,348,18160
HYUNDAI,ix35,11200,Diesel,2011,116380,136,5,Manual,Negro,Andalucia,348,18161
HYUNDAI,ix35,11560,Diesel,2011,87991,116,5,Manual,Granate,Andalucia,348,18162
HYUNDAI,ix35,11500,Diesel,2011,120000,136,5,Manual,Gris,Andalucia,348,18163
HYUNDAI,ix35,10790,Diesel,2011,140932,116,5,Manual,Gris,Pais Vasco,348,18164
HYUNDAI,ix35,9990,Diesel,2010,133000,116,5,Manual,Gris,Valencia,348,18165
HYUNDAI,ix35,7900,Diesel,2010,220000,140,5,Manual,Gris,Andalucia,348,18166
HYUNDAI,ix35,7000,Diesel,2010,200000,99,5,Manual,Blanco,Andalucia,348,18167
HYUNDAI,ix35,8499,Diesel,2010,198000,184,5,Automatico,Blanco,Madrid,348,18168
HYUNDAI,ix55,12890,Diesel,2011,113600,240,5,Automatico,Blanco,Madrid,349,18169
HYUNDAI,ix55,8900,Diesel,2010,250000,240,5,Automatico,Beige,Andalucia,349,18170
HYUNDAI,ix55,11890,Diesel,2010,117806,240,5,Automatico,Blanco,Cataluña,349,18171
HYUNDAI,ix55,9900,Diesel,2009,212794,240,5,Manual,Gris,Galicia,349,18172
HYUNDAI,Kona,40600,Electrico,2020,4000,204,5,Automatico,Blanco,Cantabria,332,18173
HYUNDAI,Kona,39900,Electrico,2020,10398,204,5,Automatico,Amarillo,Extremadura,332,18174
HYUNDAI,Kona,17900,Gasolina,2020,11095,120,5,Manual,Rojo,Aragon,332,18175
HYUNDAI,Kona,42390,Electrico,2020,1,204,5,Automatico,Gris,Galicia,332,18176
HYUNDAI,Kona,34834,Electrico,2020,12,204,5,Automatico,Gris,Madrid,332,18177
HYUNDAI,Kona,17290,Gasolina,2020,4738,120,5,Manual,Blanco,Madrid,332,18178
HYUNDAI,Kona,24500,Hibrido,2020,0,141,5,Automatico,Blanco,Asturias,332,18179
HYUNDAI,Kona,40900,Electrico,2020,10,204,5,Automatico,Gris,Galicia,332,18180
HYUNDAI,Kona,23600,Hibrido,2020,24,141,5,Automatico,Gris,Valencia,332,18181
HYUNDAI,Kona,20900,Gasolina,2020,1,141,5,Automatico,Blanco,Madrid,332,18182
HYUNDAI,Kona,17390,Gasolina,2020,4852,120,5,Manual,Gris,Asturias,332,18183
HYUNDAI,Kona,36900,Electrico,2020,990,204,5,Automatico,Gris,Castilla y Leon,332,18184
HYUNDAI,Kona,17290,Gasolina,2020,3571,120,5,Manual,Gris,Madrid,332,18185
HYUNDAI,Kona,18900,Gasolina,2020,1600,120,5,Manual,Gris,Galicia,332,18186
HYUNDAI,Kona,22500,Hibrido,2020,0,141,5,Automatico,Azul,Asturias,332,18187
HYUNDAI,Kona,21900,Hibrido,2020,14995,141,5,Automatico,Blanco,Aragon,332,18188
HYUNDAI,Kona,34900,Electrico,2020,16924,204,5,Automatico,Rojo,Madrid,332,18189
HYUNDAI,Kona,28900,Electrico,2020,1500,136,5,Automatico,Gris,Madrid,332,18190
HYUNDAI,Kona,38150,Electrico,2020,6000,204,5,Automatico,Blanco,Castilla La Mancha,332,18191
HYUNDAI,Kona,16800,Gasolina,2020,15,120,5,Manual,Blanco,Madrid,332,18192
HYUNDAI,Kona,24990,Hibrido,2020,5,141,5,Automatico,Azul,Castilla y Leon,332,18193
HYUNDAI,Kona,18000,Gasolina,2020,22000,120,5,Manual,Gris,Andalucia,332,18194
HYUNDAI,Kona,40900,Electrico,2020,13,204,5,Automatico,Blanco,Valencia,332,18195
HYUNDAI,Kona,17900,Gasolina,2020,3053,120,5,Manual,Granate,Castilla La Mancha,332,18196
HYUNDAI,Kona,33990,Electrico,2020,10,204,5,Automatico,Naranja,Madrid,332,18197
HYUNDAI,Kona,22445,Gasolina,2020,13,120,5,Manual,Rojo,Castilla y Leon,332,18198
HYUNDAI,Kona,36500,Electrico,2020,100,204,5,Automatico,Blanco,Madrid,332,18199
HYUNDAI,Kona,24950,Gasolina,2020,394,166,5,Automatico,Azul,Islas Baleares,332,18200
HYUNDAI,Kona,31290,Electrico,2020,14,204,5,Automatico,Blanco,Murcia,332,18201
HYUNDAI,Kona,37500,Electrico,2020,2500,204,5,Automatico,Gris,Cataluña,332,18202
HYUNDAI,Kona,17700,Gasolina,2020,14167,120,5,Manual,Gris,Andalucia,332,18203
HYUNDAI,Kona,16990,Gasolina,2020,8300,120,5,Manual,Gris,Castilla y Leon,332,18204
HYUNDAI,Kona,18890,Gasolina,2020,5,120,5,Manual,Rojo,Castilla y Leon,332,18205
HYUNDAI,Kona,17900,Gasolina,2020,10854,120,5,Manual,Blanco,Aragon,332,18206
HYUNDAI,Kona,19600,Gasolina,2020,15,120,5,Manual,Rojo,Andalucia,332,18207
HYUNDAI,Kona,18200,Gasolina,2020,1,120,5,Manual,Granate,Andalucia,332,18208
HYUNDAI,Kona,21000,Gasolina,2020,6517,120,5,Manual,Gris,Cataluña,332,18209
HYUNDAI,Kona,17495,Gasolina,2020,8037,120,5,Manual,Blanco,Murcia,332,18210
HYUNDAI,Kona,20900,Gasolina,2020,2000,120,5,Manual,Gris,Cataluña,332,18211
HYUNDAI,Kona,19400,Gasolina,2020,5,120,5,Manual,Gris,Madrid,332,18212
HYUNDAI,Kona,36990,Electrico,2020,3940,204,5,Automatico,Rojo,Asturias,332,18213
HYUNDAI,Kona,17900,Gasolina,2020,18962,177,5,Manual,Gris,Andalucia,332,18214
HYUNDAI,Kona,17900,Gasolina,2020,11210,120,5,Manual,Rojo,Aragon,332,18215
HYUNDAI,Kona,36500,Electrico,2020,93,204,5,Automatico,Azul,Cataluña,332,18216
HYUNDAI,Kona,17290,Gasolina,2020,3529,120,5,Manual,Amarillo,Madrid,332,18217
HYUNDAI,Kona,20900,Gasolina,2020,10200,177,5,Manual,Blanco,Cataluña,332,18218
HYUNDAI,Kona,32000,Electrico,2020,0,136,5,Automatico,Naranja,Valencia,332,18219
HYUNDAI,Kona,19950,Gasolina,2020,150,120,5,Manual,Rojo,Aragon,332,18220
HYUNDAI,Kona,32900,Hibrido,2020,11500,141,5,Automatico,Rojo,Murcia,332,18221
HYUNDAI,Kona,21900,Hibrido,2020,10,141,5,Automatico,Gris,Madrid,332,18222
HYUNDAI,Kona,22900,Gasolina,2020,12000,141,5,Automatico,Blanco,Madrid,332,18223
HYUNDAI,Kona,34900,Electrico,2020,5900,204,5,Automatico,Azul,Madrid,332,18224
HYUNDAI,Kona,29400,Electrico,2020,0,136,5,Automatico,Blanco,Murcia,332,18225
HYUNDAI,Kona,33500,Electrico,2020,1200,204,5,Automatico,Blanco,Cataluña,332,18226
HYUNDAI,Kona,35990,Gasolina,2020,95,138,5,Automatico,Blanco,Pais Vasco,332,18227
HYUNDAI,Kona,19600,Gasolina,2020,10,120,5,Manual,Gris,Aragon,332,18228
HYUNDAI,Kona,31690,Electrico,2020,2500,204,5,Automatico,Blanco,Canarias,332,18229
HYUNDAI,Kona,20990,Gasolina,2020,0,120,5,Manual,Rojo,Asturias,332,18230
HYUNDAI,Kona,16890,Gasolina,2020,9043,120,5,Manual,Gris,Madrid,332,18231
HYUNDAI,Kona,36300,Electrico,2020,10,204,5,Automatico,Blanco,Aragon,332,18232
HYUNDAI,Kona,16990,Gasolina,2020,5480,120,5,Manual,Blanco,Andalucia,332,18233
HYUNDAI,Kona,19900,Gasolina,2019,19950,120,5,Manual,Gris,Madrid,332,18234
HYUNDAI,Kona,17990,Gasolina,2019,2000,120,5,Manual,Blanco,Canarias,332,18235
HYUNDAI,Kona,31990,Electrico,2019,10000,204,5,Automatico,Gris,Canarias,332,18236
HYUNDAI,Kona,32500,Electrico,2019,10500,204,5,Automatico,Gris,Andalucia,332,18237
HYUNDAI,Kona,25900,Hibrido,2019,9400,141,5,Automatico,Azul,Madrid,332,18238
HYUNDAI,Kona,17000,Gasolina,2019,27000,120,5,Manual,Blanco,Castilla La Mancha,332,18239
HYUNDAI,Kona,23900,Hibrido,2019,10000,141,5,Automatico,Azul,Madrid,332,18240
HYUNDAI,Kona,21690,Diesel,2019,662,115,5,Manual,Amarillo,Madrid,332,18241
HYUNDAI,Kona,17990,Gasolina,2019,2000,120,5,Manual,Blanco,Canarias,332,18242
HYUNDAI,Kona,21790,Gasolina,2019,8450,177,5,Automatico,Rojo,Andalucia,332,18243
HYUNDAI,Kona,12995,Gasolina,2019,24900,120,5,Manual,Naranja,Canarias,332,18244
HYUNDAI,Kona,17800,Gasolina,2019,11493,120,5,Manual,Amarillo,Extremadura,332,18245
HYUNDAI,Kona,23500,Hibrido,2019,15100,141,5,Automatico,Blanco,Madrid,332,18246
HYUNDAI,Kona,21690,Diesel,2019,662,115,5,Manual,Amarillo,Madrid,332,18247
HYUNDAI,Kona,16490,Gasolina,2019,4000,120,5,Manual,Amarillo,Canarias,332,18248
HYUNDAI,Kona,12995,Gasolina,2019,24900,120,5,Manual,Naranja,Canarias,332,18249
HYUNDAI,Kona,18990,Gasolina,2019,9819,120,5,Manual,Gris,Cataluña,332,18250
HYUNDAI,Kona,20890,Gasolina,2019,5,120,5,Manual,Blanco,Castilla y Leon,332,18251
HYUNDAI,Kona,14900,Gasolina,2019,6667,120,5,Manual,Gris,Pais Vasco,332,18252
HYUNDAI,Kona,27300,Hibrido,2019,7074,141,5,Automatico,Azul,Castilla La Mancha,332,18253
HYUNDAI,Kona,13900,Gasolina,2019,23000,120,5,Manual,Gris,Cataluña,332,18254
HYUNDAI,Kona,21500,Gasolina,2019,0,120,5,Manual,Gris,Cataluña,332,18255
HYUNDAI,Kona,17990,Gasolina,2019,9007,120,5,Manual,Blanco,Valencia,332,18256
HYUNDAI,Kona,25900,Hibrido,2019,9400,141,5,Automatico,Azul,Madrid,332,18257
HYUNDAI,Kona,25490,Hibrido,2019,20000,141,5,Automatico,Azul,Madrid,332,18258
HYUNDAI,Kona,13700,Gasolina,2018,67000,120,5,Manual,Blanco,Madrid,332,18259
HYUNDAI,Kona,14000,Gasolina,2018,46000,120,5,Manual,Blanco,Galicia,332,18260
HYUNDAI,Kona,13700,Gasolina,2018,67000,120,5,Manual,Blanco,Andalucia,332,18261
HYUNDAI,Kona,15890,Gasolina,2018,24302,120,5,Manual,Naranja,Andalucia,332,18262
HYUNDAI,Kona,14999,Gasolina,2018,40490,120,5,Manual,Naranja,Madrid,332,18263
HYUNDAI,Kona,20850,Gasolina,2018,9992,177,5,Automatico,Naranja,Islas Baleares,332,18264
HYUNDAI,Kona,12000,Gasolina,2018,80000,120,5,Manual,Verde,Cataluña,332,18265
HYUNDAI,Kona,13990,Gasolina,2018,31369,120,5,Manual,Gris,Madrid,332,18266
HYUNDAI,Kona,25000,Electrico,2018,57000,204,5,Automatico,Blanco,Cataluña,332,18267
HYUNDAI,Kona,12975,Gasolina,2018,64261,120,5,Manual,Amarillo,Madrid,332,18268
HYUNDAI,Kona,17900,Gasolina,2018,28077,120,5,Manual,Blanco,Cataluña,332,18269
HYUNDAI,Kona,13000,Gasolina,2018,28700,120,5,Manual,Rojo,Andalucia,332,18270
HYUNDAI,Kona,14999,Gasolina,2018,40490,120,5,Manual,Naranja,Madrid,332,18271
HYUNDAI,Kona,14900,Gasolina,2018,32542,120,5,Manual,Negro,Andalucia,332,18272
HYUNDAI,Kona,14490,Gasolina,2018,42500,120,5,Manual,Blanco,Cataluña,332,18273
HYUNDAI,Kona,12990,Gasolina,2018,30000,120,5,Manual,Naranja,Canarias,332,18274
HYUNDAI,Lantra,700,Gasolina,2000,280000,116,5,Manual,Gris,Andalucia,333,18275
HYUNDAI,Lantra,600,Gasolina,2000,163000,138,4,Manual,Azul,Andalucia,333,18276
HYUNDAI,Lantra,950,Diesel,1998,169000,68,4,Manual,Verde,Andalucia,333,18277
HYUNDAI,Lantra,650,Gasolina,1997,200000,109,5,Manual,Verde,Castilla La Mancha,333,18278
HYUNDAI,Lantra,1100,Gasolina,1996,134000,128,4,Manual,Verde,La Rioja,333,18279
HYUNDAI,Matrix,3900,Diesel,2009,57000,110,5,Manual,Gris,Madrid,334,18280
HYUNDAI,Matrix,2200,Diesel,2007,188000,110,5,Manual,Verde,Madrid,334,18281
HYUNDAI,Matrix,2000,Diesel,2006,165000,110,5,Automatico,Gris,Cataluña,334,18282
HYUNDAI,Matrix,2450,Diesel,2006,130000,104,5,Manual,Verde,Valencia,334,18283
HYUNDAI,Matrix,2450,Diesel,2006,130000,104,5,Manual,Verde,Valencia,334,18284
HYUNDAI,Matrix,900,Diesel,2005,264560,121,5,Manual,Verde,Cataluña,334,18285
